guess,clue,literal_score,pragmatic_score,wordpair
tickle-ingredients,food,0.006080267940750598,0.005263157956692215,flavorful-ingredients
sphinx-perfection,food,0.004859174622619274,0.005263157873395831,flavorful-ingredients
sphinx-microwave,food,0.005968375049719095,0.005263157904706158,flavorful-ingredients
sphinx-flavorful,food,0.006005297997712118,0.005263158122325436,flavorful-ingredients
sphinx-ingredients,food,0.006001540101113699,0.005263157952031293,flavorful-ingredients
perfection-microwave,food,0.006103925146424142,0.00526315791090715,flavorful-ingredients
perfection-flavorful,food,0.006143485242011437,0.005263158145511459,flavorful-ingredients
perfection-ingredients,food,0.006139458416124231,0.005263157961756593,flavorful-ingredients
microwave-flavorful,food,0.00903689077411887,0.005263158186607995,flavorful-ingredients
microwave-ingredients,food,0.009026415819605537,0.0052631579894521505,flavorful-ingredients
flavorful-ingredients,food,0.009131376217231962,0.00526315826186486,flavorful-ingredients
countryside-incentive,good,0.005295351845517672,0.005263157865611053,flavorful-ingredients
countryside-homeland,good,0.0051129118719262364,0.0052631578475345,flavorful-ingredients
countryside-explode,good,0.005058155685390316,0.005263157859476013,flavorful-ingredients
countryside-rental,good,0.005097844214643877,0.00526315784472346,flavorful-ingredients
countryside-rag,good,0.005116590069612235,0.005263157854899797,flavorful-ingredients
countryside-went,good,0.005127490688143462,0.0052631578537863915,flavorful-ingredients
countryside-principle,good,0.005365270761077199,0.005263157851369735,flavorful-ingredients
countryside-circumstance,good,0.005196299558122647,0.005263157860300879,flavorful-ingredients
countryside-wildlife,good,0.005098115833624854,0.005263157852862041,flavorful-ingredients
countryside-thing,good,0.005102700220062726,0.005263157866253004,flavorful-ingredients
countryside-gymnastics,good,0.0050749740700949475,0.005263157866624217,flavorful-ingredients
countryside-mission,good,0.005230460558879056,0.005263157836167867,flavorful-ingredients
countryside-resemble,good,0.0050830618035543,0.005263157867089199,flavorful-ingredients
countryside-tickle,good,0.005143895661724296,0.005263157868712126,flavorful-ingredients
countryside-sphinx,good,0.005040794064020819,0.0052631578671425636,flavorful-ingredients
countryside-perfection,good,0.005654404598990229,0.005263157870164989,flavorful-ingredients
countryside-microwave,good,0.005279174205408109,0.005263157902518846,flavorful-ingredients
countryside-flavorful,good,0.00552994468431183,0.005263158133674316,flavorful-ingredients
countryside-ingredients,good,0.005259299111086022,0.005263157952849547,flavorful-ingredients
incentive-homeland,good,0.005264894428734313,0.005263157851317638,flavorful-ingredients
incentive-explode,good,0.005202753283524326,0.005263157861664043,flavorful-ingredients
incentive-rental,good,0.0052477877498221205,0.0052631578433242,flavorful-ingredients
incentive-rag,good,0.005269071163282197,0.0052631578571573035,flavorful-ingredients
incentive-went,good,0.005281451044399167,0.00526315785587607,flavorful-ingredients
incentive-principle,good,0.005552162953430632,0.005263157851819147,flavorful-ingredients
incentive-circumstance,good,0.005359659774827448,0.005263157861635119,flavorful-ingredients
incentive-wildlife,good,0.0052480960795581524,0.005263157858468757,flavorful-ingredients
incentive-thing,good,0.0052533003248073475,0.005263157867855687,flavorful-ingredients
incentive-gymnastics,good,0.005221832643905138,0.005263157868671024,flavorful-ingredients
incentive-mission,good,0.005398527073313854,0.00526315783662418,flavorful-ingredients
incentive-resemble,good,0.005231009964105175,0.005263157869078929,flavorful-ingredients
incentive-tickle,good,0.005300087340735056,0.005263157870840437,flavorful-ingredients
incentive-sphinx,good,0.005183064491074926,0.005263157869334769,flavorful-ingredients
incentive-perfection,good,0.005883000957935522,0.005263157871995063,flavorful-ingredients
incentive-microwave,good,0.0054539969893068075,0.005263157905654769,flavorful-ingredients
incentive-flavorful,good,0.005740370775298317,0.005263158137488704,flavorful-ingredients
incentive-ingredients,good,0.005431358969907306,0.005263157955721887,flavorful-ingredients
homeland-explode,good,0.005033215735176327,0.005263157846268824,flavorful-ingredients
homeland-rental,good,0.005071994453092663,0.005263157831077293,flavorful-ingredients
homeland-rag,good,0.00509030868865937,0.0052631578415600075,flavorful-ingredients
homeland-went,good,0.0051009577666927385,0.0052631578403111905,flavorful-ingredients
homeland-principle,good,0.005333150896206615,0.005263157837420897,flavorful-ingredients
homeland-circumstance,good,0.005168169441206975,0.005263157847006875,flavorful-ingredients
homeland-wildlife,good,0.00507225982675386,0.0052631578418634245,flavorful-ingredients
homeland-thing,good,0.005076738766241798,0.005263157852664781,flavorful-ingredients
homeland-gymnastics,good,0.005049649245543744,0.005263157853230954,flavorful-ingredients
homeland-mission,good,0.0052015315266260645,0.005263157822867089,flavorful-ingredients
homeland-resemble,good,0.005057551548648308,0.005263157853660918,flavorful-ingredients
homeland-tickle,good,0.005116983413998263,0.005263157854813505,flavorful-ingredients
homeland-sphinx,good,0.005016250387116568,0.005263157853901904,flavorful-ingredients
homeland-perfection,good,0.00561524224135947,0.005263157855892052,flavorful-ingredients
homeland-microwave,good,0.005249099136108134,0.0052631578876271255,flavorful-ingredients
homeland-flavorful,good,0.0054938464721793565,0.005263158108323321,flavorful-ingredients
homeland-ingredients,good,0.005229692582175669,0.005263157935980125,flavorful-ingredients
explode-rental,good,0.005019198940307074,0.005263157842408299,flavorful-ingredients
explode-rag,good,0.005036637058817801,0.005263157851332229,flavorful-ingredients
explode-went,good,0.005046775616213169,0.005263157850354893,flavorful-ingredients
explode-principle,good,0.005267641568882215,0.005263157847527798,flavorful-ingredients
explode-circumstance,good,0.005110746770550044,0.005263157856305522,flavorful-ingredients
explode-wildlife,good,0.005019451635968161,0.005263157852268603,flavorful-ingredients
explode-thing,good,0.00502371652265718,0.005263157861876382,flavorful-ingredients
explode-gymnastics,good,0.0049979194625595184,0.0052631578622802065,flavorful-ingredients
explode-mission,good,0.005142488658607873,0.005263157833289273,flavorful-ingredients
explode-resemble,good,0.005005445279649028,0.005263157862739457,flavorful-ingredients
explode-tickle,good,0.0050620314825744125,0.005263157864021063,flavorful-ingredients
explode-sphinx,good,0.004966106891427865,0.005263157862901088,flavorful-ingredients
explode-perfection,good,0.005535484824034724,0.005263157865709224,flavorful-ingredients
explode-microwave,good,0.0051877329138582465,0.005263157896283225,flavorful-ingredients
explode-flavorful,good,0.005420284412354232,0.005263158113361768,flavorful-ingredients
explode-ingredients,good,0.005169276115609074,0.005263157943932781,flavorful-ingredients
rental-rag,good,0.005075540371382864,0.0052631578364833054,flavorful-ingredients
rental-went,good,0.005086048548245034,0.005263157835797639,flavorful-ingredients
rental-principle,good,0.0053151138235048535,0.005263157833387759,flavorful-ingredients
rental-circumstance,good,0.00515236570570121,0.0052631578429475695,flavorful-ingredients
rental-wildlife,good,0.005057729799580406,0.005263157838409389,flavorful-ingredients
rental-thing,good,0.0050621496669662714,0.005263157848525609,flavorful-ingredients
rental-gymnastics,good,0.005035416808756136,0.005263157849180367,flavorful-ingredients
rental-mission,good,0.005185280454639065,0.005263157818974713,flavorful-ingredients
rental-resemble,good,0.00504321522257554,0.005263157849846654,flavorful-ingredients
rental-tickle,good,0.005101861727600284,0.005263157851031844,flavorful-ingredients
rental-sphinx,good,0.005002455638047418,0.005263157850099259,flavorful-ingredients
rental-perfection,good,0.005593266684731795,0.005263157852084281,flavorful-ingredients
rental-microwave,good,0.005232206477601189,0.00526315788363625,flavorful-ingredients
rental-flavorful,good,0.005473583973901105,0.005263158104391809,flavorful-ingredients
rental-ingredients,good,0.005213062210832684,0.005263157931857676,flavorful-ingredients
rag-went,good,0.005104597232734106,0.005263157845818006,flavorful-ingredients
rag-principle,good,0.005337555158887218,0.005263157842951813,flavorful-ingredients
rag-circumstance,good,0.005172027591298016,0.005263157852195998,flavorful-ingredients
rag-wildlife,good,0.0050758066002708924,0.005263157847764146,flavorful-ingredients
rag-thing,good,0.005080299979455404,0.0052631578579092324,flavorful-ingredients
rag-gymnastics,good,0.0050531232775218645,0.005263157858302485,flavorful-ingredients
rag-mission,good,0.005205499048751479,0.0052631578283118124,flavorful-ingredients
rag-resemble,good,0.005061050974431423,0.005263157858831532,flavorful-ingredients
rag-tickle,good,0.005120674819749115,0.005263157860008305,flavorful-ingredients
rag-sphinx,good,0.00501961743902844,0.005263157858949777,flavorful-ingredients
rag-perfection,good,0.005620609975948785,0.005263157861213888,flavorful-ingredients
rag-microwave,good,0.005253223536116646,0.005263157893584412,flavorful-ingredients
rag-flavorful,good,0.005498795080525757,0.005263158120884567,flavorful-ingredients
rag-ingredients,good,0.005233752847133802,0.005263157943115598,flavorful-ingredients
went-principle,good,0.005350610275290424,0.0052631578418125755,flavorful-ingredients
went-circumstance,good,0.00518346212622729,0.00526315785103116,flavorful-ingredients
went-wildlife,good,0.005086317314307125,0.005263157846832387,flavorful-ingredients
went-thing,good,0.005090853531438412,0.005263157856391472,flavorful-ingredients
went-gymnastics,good,0.005063418195397053,0.005263157857127407,flavorful-ingredients
went-mission,good,0.005217258111247677,0.005263157827434961,flavorful-ingredients
went-resemble,good,0.005071421225073132,0.005263157857554764,flavorful-ingredients
went-tickle,good,0.005131614624869007,0.005263157858897066,flavorful-ingredients
went-sphinx,good,0.005029595002423654,0.005263157857849787,flavorful-ingredients
went-perfection,good,0.005636525111886632,0.005263157860202266,flavorful-ingredients
went-microwave,good,0.005265448113740929,0.005263157891751241,flavorful-ingredients
went-flavorful,good,0.0055134659211999735,0.005263158110126138,flavorful-ingredients
went-ingredients,good,0.005245787108118798,0.005263157939396909,flavorful-ingredients
principle-circumstance,good,0.005433113600882675,0.005263157847537815,flavorful-ingredients
principle-wildlife,good,0.00531543890131185,0.005263157843915835,flavorful-ingredients
principle-thing,good,0.005320925952413983,0.005263157853235899,flavorful-ingredients
principle-gymnastics,good,0.005287751679278599,0.005263157854123235,flavorful-ingredients
principle-mission,good,0.005474133571910644,0.005263157822557414,flavorful-ingredients
principle-resemble,good,0.005297425871020783,0.00526315785465229,flavorful-ingredients
principle-tickle,good,0.005370265413326444,0.005263157855728656,flavorful-ingredients
principle-sphinx,good,0.00524689226927953,0.005263157855043148,flavorful-ingredients
principle-perfection,good,0.0059864298071509135,0.005263157855818799,flavorful-ingredients
principle-microwave,good,0.005532696634608643,0.0052631578899433335,flavorful-ingredients
principle-flavorful,good,0.00583542245389115,0.005263158113294964,flavorful-ingredients
principle-ingredients,good,0.005508793299474685,0.005263157938491498,flavorful-ingredients
circumstance-wildlife,good,0.005152650578118599,0.005263157853063335,flavorful-ingredients
circumstance-thing,good,0.005157458742411909,0.0052631578623931466,flavorful-ingredients
circumstance-gymnastics,good,0.0051283816854174515,0.005263157863106406,flavorful-ingredients
circumstance-mission,good,0.005291520454286649,0.0052631578336644795,flavorful-ingredients
circumstance-resemble,good,0.005136862862066006,0.005263157863481332,flavorful-ingredients
circumstance-tickle,good,0.005200672348268049,0.005263157864791731,flavorful-ingredients
circumstance-sphinx,good,0.00509254456342699,0.005263157863720196,flavorful-ingredients
circumstance-perfection,good,0.005737243595012413,0.005263157866200863,flavorful-ingredients
circumstance-microwave,good,0.0053426694271475625,0.005263157898094073,flavorful-ingredients
circumstance-flavorful,good,0.0056062548013519195,0.005263158116167012,flavorful-ingredients
circumstance-ingredients,good,0.005321798565372189,0.005263157945570122,flavorful-ingredients
wildlife-thing,good,0.0050624126686552124,0.005263157858633721,flavorful-ingredients
wildlife-gymnastics,good,0.005035673387771432,0.005263157859185696,flavorful-ingredients
wildlife-mission,good,0.005185573380999351,0.00526315782941393,flavorful-ingredients
wildlife-resemble,good,0.005043473672427848,0.005263157859683377,flavorful-ingredients
wildlife-tickle,good,0.005102134319440654,0.005263157860827916,flavorful-ingredients
wildlife-sphinx,good,0.0050027043349215134,0.005263157859422397,flavorful-ingredients
wildlife-perfection,good,0.005593662641104212,0.005263157862376509,flavorful-ingredients
wildlife-microwave,good,0.0052325109544975774,0.0052631578942009755,flavorful-ingredients
wildlife-flavorful,good,0.005473949104900609,0.00526315811824122,flavorful-ingredients
wildlife-ingredients,good,0.005213361965853709,0.005263157943135494,flavorful-ingredients
thing-gymnastics,good,0.005040003839579746,0.005263157868829839,flavorful-ingredients
thing-mission,good,0.0051905175353343744,0.005263157839259208,flavorful-ingredients
thing-resemble,good,0.00504783571096384,0.005263157868982902,flavorful-ingredients
thing-tickle,good,0.005106735131918499,0.005263157870652686,flavorful-ingredients
thing-sphinx,good,0.005006901708173803,0.005263157869296372,flavorful-ingredients
thing-perfection,good,0.005600346640394523,0.005263157872171393,flavorful-ingredients
thing-microwave,good,0.005237650142539428,0.005263157904593284,flavorful-ingredients
thing-flavorful,good,0.005480112527064963,0.005263158126968887,flavorful-ingredients
thing-ingredients,good,0.00521842142327403,0.005263157952740621,flavorful-ingredients
gymnastics-mission,good,0.005160619620470859,0.005263157839938811,flavorful-ingredients
gymnastics-resemble,good,0.005021452021721568,0.005263157869562039,flavorful-ingredients
gymnastics-tickle,good,0.005078909814544462,0.0052631578709166705,flavorful-ingredients
gymnastics-sphinx,good,0.00498151233410005,0.005263157869691398,flavorful-ingredients
gymnastics-perfection,good,0.00555995230404101,0.005263157872779178,flavorful-ingredients
gymnastics-microwave,good,0.00520657508875919,0.005263157904909589,flavorful-ingredients
gymnastics-flavorful,good,0.005442857780571404,0.005263158126579418,flavorful-ingredients
gymnastics-ingredients,good,0.005187827572591104,0.005263157953164305,flavorful-ingredients
mission-resemble,good,0.005169339844557423,0.005263157840693659,flavorful-ingredients
mission-tickle,good,0.005234957845670434,0.005263157841556548,flavorful-ingredients
mission-sphinx,good,0.005123775874014144,0.005263157841043675,flavorful-ingredients
mission-perfection,good,0.00578740992647296,0.005263157840922938,flavorful-ingredients
mission-microwave,good,0.0053810419955853525,0.005263157873991084,flavorful-ingredients
mission-flavorful,good,0.005652436369628862,0.005263158090614483,flavorful-ingredients
mission-ingredients,good,0.005359565064969098,0.005263157921426971,flavorful-ingredients
resemble-tickle,good,0.005087026431458212,0.005263157871283269,flavorful-ingredients
resemble-sphinx,good,0.004988919385571481,0.005263157870034313,flavorful-ingredients
resemble-perfection,good,0.005571727880864752,0.005263157872989681,flavorful-ingredients
resemble-microwave,good,0.00521563808645865,0.005263157904975418,flavorful-ingredients
resemble-flavorful,good,0.005453719725525231,0.00526315812431369,flavorful-ingredients
resemble-ingredients,good,0.0051967504517866974,0.005263157952609029,flavorful-ingredients
tickle-sphinx,good,0.005044608141961716,0.00526315787150071,flavorful-ingredients
